slug,port_name,country,type,url
Chester_IL-us,Chester IL us,USA,river,https://www.whatsinport.com/Chester_IL-us.htm
Chichi-Shima-Bonin-Islands,Chichi Shima Bonin Islands,Japan,ocean,https://www.whatsinport.com/Chichi-Shima-Bonin-Islands.htm
Chioggia,Chioggia,Italy,ocean,https://www.whatsinport.com/Chioggia.htm
Chios-Island,Chios Island,Greece,ocean,https://www.whatsinport.com/Chios-Island.htm
Chongqing-cn,Chongqing cn,China,river,https://www.whatsinport.com/Chongqing-cn.htm
Christianso-Island,Christianso Island,Denmark,ocean,https://www.whatsinport.com/Christianso-Island.htm
Chuuk-Island,Chuuk Island,Micronesia,ocean,https://www.whatsinport.com/Chuuk-Island.htm
Cid-Harbour,Cid Harbour,Australia,ocean,https://www.whatsinport.com/Cid-Harbour.htm
Cienfuegos,Cienfuegos,Cuba,ocean,https://www.whatsinport.com/Cienfuegos.htm
Ciutadella-de-Menorca,Ciutadella de Menorca,Spain,ocean,https://www.whatsinport.com/Ciutadella-de-Menorca.htm
Civitavecchia-Rome,Civitavecchia Rome,Italy,ocean,https://www.whatsinport.com/Civitavecchia-Rome.htm
Clarkston-us,Clarkston us,USA,river,https://www.whatsinport.com/Clarkston-us.htm
Clinton_IA-us,Clinton IA us,USA,river,https://www.whatsinport.com/Clinton_IA-us.htm
Cobh-Cork,Cobh Cork,Ireland,ocean,https://www.whatsinport.com/Cobh-Cork.htm
Coburg-Island-Lady-Ann-Strait,Coburg Island Lady Ann Strait,Canada,ocean,https://www.whatsinport.com/Coburg-Island-Lady-Ann-Strait.htm
Cochem-de,Cochem de,Germany,river,https://www.whatsinport.com/Cochem-de.htm
Cockburn-Town,Cockburn Town,Bahamas,ocean,https://www.whatsinport.com/Cockburn-Town.htm
Coco-Cay,Coco Cay,Bahamas,ocean,https://www.whatsinport.com/Coco-Cay.htm
Coles-Bay-Tasmania,Coles Bay Tasmania,Australia,ocean,https://www.whatsinport.com/Coles-Bay-Tasmania.htm
Collonges-au-Mont-dOr-fr,Collonges au Mont dOr fr,France,river,https://www.whatsinport.com/Collonges-au-Mont-dOr-fr.htm
Cologne-de,Cologne de,Germany,river,https://www.whatsinport.com/Cologne-de.htm
Colombo,Colombo,Sri Lanka,ocean,https://www.whatsinport.com/Colombo.htm
Colon-Cristobal-Pier,Colon Cristobal Pier,Panama,ocean,https://www.whatsinport.com/Colon-Cristobal-Pier.htm
Columbus_KY-us,Columbus KY us,USA,river,https://www.whatsinport.com/Columbus_KY-us.htm
Comodoro-Rivadavia,Comodoro Rivadavia,Argentina,ocean,https://www.whatsinport.com/Comodoro-Rivadavia.htm
Conakry,Conakry,Guinea,ocean,https://www.whatsinport.com/Conakry.htm
Concarneau,Concarneau,France,ocean,https://www.whatsinport.com/Concarneau.htm
Conflans-Sainte-Honorine-fr,Conflans Sainte Honorine fr,France,river,https://www.whatsinport.com/Conflans-Sainte-Honorine-fr.htm
Conflict-Islands,Conflict Islands,Papua New Guinea,ocean,https://www.whatsinport.com/Conflict-Islands.htm
Constanza,Constanza,Romania,ocean,https://www.whatsinport.com/Constanza.htm
Cooktown,Cooktown,Australia,ocean,https://www.whatsinport.com/Cooktown.htm
Cooper-Bay,Cooper Bay,South Georgia,ocean,https://www.whatsinport.com/Cooper-Bay.htm
Copenhagen,Copenhagen,Denmark,ocean,https://www.whatsinport.com/Copenhagen.htm
Coquimbo,Coquimbo,Chile,ocean,https://www.whatsinport.com/Coquimbo.htm
Corigliano-Calabro,Corigliano Calabro,Italy,ocean,https://www.whatsinport.com/Corigliano-Calabro.htm
Corinto,Corinto,Nicaragua,ocean,https://www.whatsinport.com/Corinto.htm
Corner-Brook-Newfoundland,Corner Brook Newfoundland,Canada,ocean,https://www.whatsinport.com/Corner-Brook-Newfoundland.htm
Coron,Coron,Philippines,ocean,https://www.whatsinport.com/Coron.htm
Costa-Maya,Costa Maya,Mexico,ocean,https://www.whatsinport.com/Costa-Maya.htm
Cotonou,Cotonou,Benin,ocean,https://www.whatsinport.com/Cotonou.htm
Cowes,Cowes,Australia,ocean,https://www.whatsinport.com/Cowes.htm
Cowes-Isle-of-Wight,Cowes Isle of Wight,United Kingdom,ocean,https://www.whatsinport.com/Cowes-Isle-of-Wight.htm
Cozumel,Cozumel,Mexico,ocean,https://www.whatsinport.com/Cozumel.htm
Cres,Cres,Croatia,ocean,https://www.whatsinport.com/Cres.htm
Crotone,Crotone,Italy,ocean,https://www.whatsinport.com/Crotone.htm
Crystal-Sound,Crystal Sound,Antarctica,ocean,https://www.whatsinport.com/Crystal-Sound.htm
Culebrita-Island,Culebrita Island,Puerto Rico,ocean,https://www.whatsinport.com/Culebrita-Island.htm
Curacao,Curacao,Curacao,ocean,https://www.whatsinport.com/Curacao.htm
Curieuse-Island,Curieuse Island,Seychelles,ocean,https://www.whatsinport.com/Curieuse-Island.htm
Curu,Curu,Costa Rica,ocean,https://www.whatsinport.com/Curu.htm
Da-Nang,Da Nang,Vietnam,ocean,https://www.whatsinport.com/Da-Nang.htm
Dakar,Dakar,Senegal,ocean,https://www.whatsinport.com/Dakar.htm
Dalian,Dalian,China,ocean,https://www.whatsinport.com/Dalian.htm
Dalyan,Dalyan,Turkey,ocean,https://www.whatsinport.com/Dalyan.htm
Dammam,Dammam,Saudi Arabia,ocean,https://www.whatsinport.com/Dammam.htm
Dar-es-Salaam,Dar es Salaam,Tanzania,ocean,https://www.whatsinport.com/Dar-es-Salaam.htm
Dartmouth,Dartmouth,United Kingdom,ocean,https://www.whatsinport.com/Dartmouth.htm
Darwin,Darwin,Australia,ocean,https://www.whatsinport.com/Darwin.htm
Davenport_IA-us,Davenport IA us,USA,river,https://www.whatsinport.com/Davenport_IA-us.htm
Deception-Island,Deception Island,Antarctica,ocean,https://www.whatsinport.com/Deception-Island.htm
Decin-cz,Decin cz,Czech Republic,river,https://www.whatsinport.com/Decin-cz.htm
Deggendorf-de,Deggendorf de,Germany,river,https://www.whatsinport.com/Deggendorf-de.htm
Delfzijl-nl,Delfzijl nl,Netherlands,river,https://www.whatsinport.com/Delfzijl-nl.htm
Delos-Island,Delos Island,Greece,ocean,https://www.whatsinport.com/Delos-Island.htm
Dendera-eg,Dendera eg,Egypt,river,https://www.whatsinport.com/Dendera-eg.htm
Denia,Denia,Spain,ocean,https://www.whatsinport.com/Denia.htm
Deshaies,Deshaies,Guadeloupe,ocean,https://www.whatsinport.com/Deshaies.htm
Desroches,Desroches,Seychelles,ocean,https://www.whatsinport.com/Desroches.htm
Dessau-Rosslau-de,Dessau Rosslau de,Germany,river,https://www.whatsinport.com/Dessau-Rosslau-de.htm
Deventer-nl,Deventer nl,Netherlands,river,https://www.whatsinport.com/Deventer-nl.htm
Devil-Island,Devil Island,Antarctica,ocean,https://www.whatsinport.com/Devil-Island.htm
Devonport-Tasmania,Devonport Tasmania,Australia,ocean,https://www.whatsinport.com/Devonport-Tasmania.htm
Diamond-Island,Diamond Island,Australia,ocean,https://www.whatsinport.com/Diamond-Island.htm
Diana-Bay,Diana Bay,Canada,ocean,https://www.whatsinport.com/Diana-Bay.htm
Didim,Didim,Turkey,ocean,https://www.whatsinport.com/Didim.htm
Diego-Suarez,Diego Suarez,Madagascar,ocean,https://www.whatsinport.com/Diego-Suarez.htm
Dikili,Dikili,Turkey,ocean,https://www.whatsinport.com/Dikili.htm
Dili,Dili,Timor Leste,ocean,https://www.whatsinport.com/Dili.htm
Dingle,Dingle,Ireland,ocean,https://www.whatsinport.com/Dingle.htm
Djupivogur,Djupivogur,Iceland,ocean,https://www.whatsinport.com/Djupivogur.htm
Doha,Doha,Qatar,ocean,https://www.whatsinport.com/Doha.htm
Doini-Island,Doini Island,Papua New Guinea,ocean,https://www.whatsinport.com/Doini-Island.htm
Dole-Jura-fr,Dole Jura fr,France,river,https://www.whatsinport.com/Dole-Jura-fr.htm
Dongtou,Dongtou,China,ocean,https://www.whatsinport.com/Dongtou.htm
Donji_Milanovac-rs,Donji Milanovac rs,Serbia,river,https://www.whatsinport.com/Donji_Milanovac-rs.htm
Douarnenez,Douarnenez,France,ocean,https://www.whatsinport.com/Douarnenez.htm
Douglas-Isle-of-Man,Douglas Isle of Man,United Kingdom,ocean,https://www.whatsinport.com/Douglas-Isle-of-Man.htm
Dover,Dover,United Kingdom,ocean,https://www.whatsinport.com/Dover.htm
Dravuni-Island,Dravuni Island,Fiji,ocean,https://www.whatsinport.com/Dravuni-Island.htm
Dresden-de,Dresden de,Germany,river,https://www.whatsinport.com/Dresden-de.htm
Drobeta-Turnu_Severin-ro,Drobeta Turnu Severin ro,Romania,river,https://www.whatsinport.com/Drobeta-Turnu_Severin-ro.htm
Duba,Duba,Saudi Arabia,ocean,https://www.whatsinport.com/Duba.htm
Dubai,Dubai,United Arab Emirates,ocean,https://www.whatsinport.com/Dubai.htm
Dublin,Dublin,Ireland,ocean,https://www.whatsinport.com/Dublin.htm
Dubuque_IA-us,Dubuque IA us,USA,river,https://www.whatsinport.com/Dubuque_IA-us.htm
Ducie-Atoll,Ducie Atoll,Pitcairn,ocean,https://www.whatsinport.com/Ducie-Atoll.htm
Duclair-fr,Duclair fr,France,river,https://www.whatsinport.com/Duclair-fr.htm
Dumont-d-Urville,Dumont d Urville,Antarctica,ocean,https://www.whatsinport.com/Dumont-d-Urville.htm
Dun-Laoghaire,Dun Laoghaire,Ireland,ocean,https://www.whatsinport.com/Dun-Laoghaire.htm
Dundas-Harbor-Nunavut-Territory,Dundas Harbor Nunavut Territory,Canada,ocean,https://www.whatsinport.com/Dundas-Harbor-Nunavut-Territory.htm
Dundee,Dundee,United Kingdom,ocean,https://www.whatsinport.com/Dundee.htm
Dunedin,Dunedin,New Zealand,ocean,https://www.whatsinport.com/Dunedin.htm
Dunkirk,Dunkirk,France,ocean,https://www.whatsinport.com/Dunkirk.htm
Durban,Durban,South Africa,ocean,https://www.whatsinport.com/Durban.htm
Durnstein-at,Durnstein at,Austria,river,https://www.whatsinport.com/Durnstein-at.htm
Durres,Durres,Albania,ocean,https://www.whatsinport.com/Durres.htm
Dusky-Sound,Dusky Sound,New Zealand,ocean,https://www.whatsinport.com/Dusky-Sound.htm
Dusseldorf-de,Dusseldorf de,Germany,river,https://www.whatsinport.com/Dusseldorf-de.htm
Dutch-Harbor-Unalaska-Island,Dutch Harbor Unalaska Island,Alaska,ocean,https://www.whatsinport.com/Dutch-Harbor-Unalaska-Island.htm
Dzaoudzi-Mayotte,Dzaoudzi Mayotte,Comoros,ocean,https://www.whatsinport.com/Dzaoudzi-Mayotte.htm
East-London,East London,South Africa,ocean,https://www.whatsinport.com/East-London.htm
Eastport,Eastport,USA,ocean,https://www.whatsinport.com/Eastport.htm
Edam-Volendam-nl,Edam Volendam nl,Netherlands,river,https://www.whatsinport.com/Edam-Volendam-nl.htm
Eden,Eden,Australia,ocean,https://www.whatsinport.com/Eden.htm
Edfu-eg,Edfu eg,Egypt,river,https://www.whatsinport.com/Edfu-eg.htm
Edinburgh,Edinburgh,United Kingdom,ocean,https://www.whatsinport.com/Edinburgh.htm
Edinburgh-of-the-Seven-Seas,Edinburgh of the Seven Seas,Saint Helena,ocean,https://www.whatsinport.com/Edinburgh-of-the-Seven-Seas.htm
Eidfjord,Eidfjord,Norway,ocean,https://www.whatsinport.com/Eidfjord.htm
Eilat,Eilat,Israel,ocean,https://www.whatsinport.com/Eilat.htm
El-Hierro,El Hierro,Canary Islands,ocean,https://www.whatsinport.com/El-Hierro.htm
El-Porvenir-San-Blas,El Porvenir San Blas,Panama,ocean,https://www.whatsinport.com/El-Porvenir-San-Blas.htm
Elephant-Island,Elephant Island,Antarctica,ocean,https://www.whatsinport.com/Elephant-Island.htm
Eleuthera,Eleuthera,Bahamas,ocean,https://www.whatsinport.com/Eleuthera.htm
Eltmann-de,Eltmann de,Germany,river,https://www.whatsinport.com/Eltmann-de.htm
Eltville_am_Rhein-de,Eltville am Rhein de,Germany,river,https://www.whatsinport.com/Eltville_am_Rhein-de.htm
Emerald-Bay,Emerald Bay,Bahamas,ocean,https://www.whatsinport.com/Emerald-Bay.htm
Emmerich_am_Rhein-de,Emmerich am Rhein de,Germany,river,https://www.whatsinport.com/Emmerich_am_Rhein-de.htm
Emmersdorf_an_der_Donau-at,Emmersdorf an der Donau at,Austria,river,https://www.whatsinport.com/Emmersdorf_an_der_Donau-at.htm
Engelhartszell-at,Engelhartszell at,Austria,river,https://www.whatsinport.com/Engelhartszell-at.htm
Enkhuizen-nl,Enkhuizen nl,Netherlands,river,https://www.whatsinport.com/Enkhuizen-nl.htm
Ensenada,Ensenada,Mexico,ocean,https://www.whatsinport.com/Ensenada.htm
Entre-os-Rios-pt,Entre os Rios pt,Portugal,river,https://www.whatsinport.com/Entre-os-Rios-pt.htm
Erics-Cove-Ivujivik,Erics Cove Ivujivik,Canada,ocean,https://www.whatsinport.com/Erics-Cove-Ivujivik.htm
Erlangen-de,Erlangen de,Germany,river,https://www.whatsinport.com/Erlangen-de.htm
Eskifjordur,Eskifjordur,Iceland,ocean,https://www.whatsinport.com/Eskifjordur.htm
Esna-eg,Esna eg,Egypt,river,https://www.whatsinport.com/Esna-eg.htm
Esperance,Esperance,Australia,ocean,https://www.whatsinport.com/Esperance.htm
Esperanza,Esperanza,Puerto Rico,ocean,https://www.whatsinport.com/Esperanza.htm
Esztergom-hu,Esztergom hu,Hungary,river,https://www.whatsinport.com/Esztergom-hu.htm
Exmouth,Exmouth,Australia,ocean,https://www.whatsinport.com/Exmouth.htm
Faaborg,Faaborg,Denmark,ocean,https://www.whatsinport.com/Faaborg.htm
Fakarava-Tuamotu-Islands,Fakarava Tuamotu Islands,French Polynesia,ocean,https://www.whatsinport.com/Fakarava-Tuamotu-Islands.htm
Falmouth,Falmouth,United Kingdom,ocean,https://www.whatsinport.com/Falmouth.htm
Falmouth-Antigua,Falmouth Antigua,Antigua,ocean,https://www.whatsinport.com/Falmouth-Antigua.htm
Falmouth-Jamaica,Falmouth Jamaica,Jamaica,ocean,https://www.whatsinport.com/Falmouth-Jamaica.htm
Fatu-Hiva-Marquesa-Islands,Fatu Hiva Marquesa Islands,French Polynesia,ocean,https://www.whatsinport.com/Fatu-Hiva-Marquesa-Islands.htm
Ferradosa-pt,Ferradosa pt,Portugal,river,https://www.whatsinport.com/Ferradosa-pt.htm
Ferrol,Ferrol,Spain,ocean,https://www.whatsinport.com/Ferrol.htm
Fetesti-ro,Fetesti ro,Romania,river,https://www.whatsinport.com/Fetesti-ro.htm
Fethiye,Fethiye,Turkey,ocean,https://www.whatsinport.com/Fethiye.htm
Fishguard-Wales,Fishguard Wales,United Kingdom,ocean,https://www.whatsinport.com/Fishguard-Wales.htm
Fiskardo-Kefalonia,Fiskardo Kefalonia,Greece,ocean,https://www.whatsinport.com/Fiskardo-Kefalonia.htm
Fitzalan-Island,Fitzalan Island,Australia,ocean,https://www.whatsinport.com/Fitzalan-Island.htm
Flam-Aurlandsfjord,Flam Aurlandsfjord,Norway,ocean,https://www.whatsinport.com/Flam-Aurlandsfjord.htm
Flensburg,Flensburg,Germany,ocean,https://www.whatsinport.com/Flensburg.htm
Florianopolis,Florianopolis,Brazil,ocean,https://www.whatsinport.com/Florianopolis.htm
Fogo,Fogo,Cape Verde,ocean,https://www.whatsinport.com/Fogo.htm
Folegandros,Folegandros,Greece,ocean,https://www.whatsinport.com/Folegandros.htm
Folgosa-pt,Folgosa pt,Portugal,river,https://www.whatsinport.com/Folgosa-pt.htm
Formentera-Island,Formentera Island,Spain,ocean,https://www.whatsinport.com/Formentera-Island.htm
Fort-Dauphin,Fort Dauphin,Madagascar,ocean,https://www.whatsinport.com/Fort-Dauphin.htm
Fort-Lauderdale-Port-Everglades,Fort Lauderdale Port Everglades,USA,ocean,https://www.whatsinport.com/Fort-Lauderdale-Port-Everglades.htm
Fort-William,Fort William,United Kingdom,ocean,https://www.whatsinport.com/Fort-William.htm
Fort-de-France,Fort de France,Martinique,ocean,https://www.whatsinport.com/Fort-de-France.htm
Fortaleza,Fortaleza,Brazil,ocean,https://www.whatsinport.com/Fortaleza.htm
Fowey,Fowey,United Kingdom,ocean,https://www.whatsinport.com/Fowey.htm
Foynes,Foynes,Ireland,ocean,https://www.whatsinport.com/Foynes.htm
Frankfurt_am_Main-de,Frankfurt am Main de,Germany,river,https://www.whatsinport.com/Frankfurt_am_Main-de.htm
Fraser-Island,Fraser Island,Australia,ocean,https://www.whatsinport.com/Fraser-Island.htm
Fredericia,Fredericia,Denmark,ocean,https://www.whatsinport.com/Fredericia.htm
Frederiksted-Saint-Croix,Frederiksted Saint Croix,US Virgin Islands,ocean,https://www.whatsinport.com/Frederiksted-Saint-Croix.htm
Freeport,Freeport,Bahamas,ocean,https://www.whatsinport.com/Freeport.htm
Fremantle,Fremantle,Australia,ocean,https://www.whatsinport.com/Fremantle.htm
Fuerte-Amador,Fuerte Amador,Panama,ocean,https://www.whatsinport.com/Fuerte-Amador.htm
Fujairah,Fujairah,United Arab Emirates,ocean,https://www.whatsinport.com/Fujairah.htm
Fukuoka,Fukuoka,Japan,ocean,https://www.whatsinport.com/Fukuoka.htm
Fulanga-Island,Fulanga Island,Fiji,ocean,https://www.whatsinport.com/Fulanga-Island.htm
Funchal-Madeira,Funchal Madeira,Madeira,ocean,https://www.whatsinport.com/Funchal-Madeira.htm
Gabes,Gabes,Tunisia,ocean,https://www.whatsinport.com/Gabes.htm
Gaeta,Gaeta,Italy,ocean,https://www.whatsinport.com/Gaeta.htm
Gairloch-Scotland,Gairloch Scotland,United Kingdom,ocean,https://www.whatsinport.com/Gairloch-Scotland.htm
Galle,Galle,Sri Lanka,ocean,https://www.whatsinport.com/Galle.htm
Gallician-fr,Gallician fr,France,river,https://www.whatsinport.com/Gallician-fr.htm
Gallipoli,Gallipoli,Italy,ocean,https://www.whatsinport.com/Gallipoli.htm
Galveston-Texas,Galveston Texas,USA,ocean,https://www.whatsinport.com/Galveston-Texas.htm
Galway,Galway,Ireland,ocean,https://www.whatsinport.com/Galway.htm
Gambsheim-fr,Gambsheim fr,France,river,https://www.whatsinport.com/Gambsheim-fr.htm
Gaspe,Gaspe,Canada,ocean,https://www.whatsinport.com/Gaspe.htm
Gdansk-City,Gdansk City,Poland,ocean,https://www.whatsinport.com/Gdansk-City.htm
Gdynia-Gdansk,Gdynia Gdansk,Poland,ocean,https://www.whatsinport.com/Gdynia-Gdansk.htm
Geelong,Geelong,Australia,ocean,https://www.whatsinport.com/Geelong.htm
Geiranger-Geirangerfjord,Geiranger Geirangerfjord,Norway,ocean,https://www.whatsinport.com/Geiranger-Geirangerfjord.htm
Genoa,Genoa,Italy,ocean,https://www.whatsinport.com/Genoa.htm
Genthin-de,Genthin de,Germany,river,https://www.whatsinport.com/Genthin-de.htm
Georgetown,Georgetown,Ascension,ocean,https://www.whatsinport.com/Georgetown.htm
Georgetown-Grand-Cayman,Georgetown Grand Cayman,Cayman Islands,ocean,https://www.whatsinport.com/Georgetown-Grand-Cayman.htm
Geraldton,Geraldton,Australia,ocean,https://www.whatsinport.com/Geraldton.htm
Gerlachshausen-de,Gerlachshausen de,Germany,river,https://www.whatsinport.com/Gerlachshausen-de.htm
Germersheim-de,Germersheim de,Germany,river,https://www.whatsinport.com/Germersheim-de.htm
Gernsheim-de,Gernsheim de,Germany,river,https://www.whatsinport.com/Gernsheim-de.htm
Ghent-be,Ghent be,Belgium,river,https://www.whatsinport.com/Ghent-be.htm
Giardini-Naxos,Giardini Naxos,Italy,ocean,https://www.whatsinport.com/Giardini-Naxos.htm
Gibraltar,Gibraltar,Gibraltar,ocean,https://www.whatsinport.com/Gibraltar.htm
Gijon,Gijon,Spain,ocean,https://www.whatsinport.com/Gijon.htm
Gili-Trawangan,Gili Trawangan,Indonesia,ocean,https://www.whatsinport.com/Gili-Trawangan.htm
Gironde_Estuary-fr,Gironde Estuary fr,France,river,https://www.whatsinport.com/Gironde_Estuary-fr.htm
Gisborne,Gisborne,New Zealand,ocean,https://www.whatsinport.com/Gisborne.htm
Giurgiu-ro,Giurgiu ro,Romania,river,https://www.whatsinport.com/Giurgiu-ro.htm
Giurgiulesti-md,Giurgiulesti md,Moldova,river,https://www.whatsinport.com/Giurgiulesti-md.htm
Giverny-fr,Giverny fr,France,river,https://www.whatsinport.com/Giverny-fr.htm
Gizo,Gizo,Solomon Islands,ocean,https://www.whatsinport.com/Gizo.htm
Gladstone,Gladstone,Australia,ocean,https://www.whatsinport.com/Gladstone.htm
Glengariff,Glengariff,Ireland,ocean,https://www.whatsinport.com/Glengariff.htm
Gold-Harbour,Gold Harbour,South Georgia,ocean,https://www.whatsinport.com/Gold-Harbour.htm
Golfito,Golfito,Costa Rica,ocean,https://www.whatsinport.com/Golfito.htm
Golfo-Aranci,Golfo Aranci,Italy,ocean,https://www.whatsinport.com/Golfo-Aranci.htm
Golfo-de-San-Miguel-Darien-Jungle,Golfo de San Miguel Darien Jungle,Panama,ocean,https://www.whatsinport.com/Golfo-de-San-Miguel-Darien-Jungle.htm
Golubac-rs,Golubac rs,Serbia,river,https://www.whatsinport.com/Golubac-rs.htm
Gorinchem-nl,Gorinchem nl,Netherlands,river,https://www.whatsinport.com/Gorinchem-nl.htm
Gothenburg,Gothenburg,Sweden,ocean,https://www.whatsinport.com/Gothenburg.htm
Gouda-nl,Gouda nl,Netherlands,river,https://www.whatsinport.com/Gouda-nl.htm
Grand-Turk,Grand Turk,Turks and Caicos,ocean,https://www.whatsinport.com/Grand-Turk.htm
Grassy-King-Island,Grassy King Island,Australia,ocean,https://www.whatsinport.com/Grassy-King-Island.htm
Gravdal-Leknes-Lofoten,Gravdal Leknes Lofoten,Norway,ocean,https://www.whatsinport.com/Gravdal-Leknes-Lofoten.htm
Great-Barrier-Reef,Great Barrier Reef,Australia,ocean,https://www.whatsinport.com/Great-Barrier-Reef.htm
Great-Exuma-Island,Great Exuma Island,Bahamas,ocean,https://www.whatsinport.com/Great-Exuma-Island.htm
Great-Stirrup-Cay,Great Stirrup Cay,Bahamas,ocean,https://www.whatsinport.com/Great-Stirrup-Cay.htm
Great-Yarmouth,Great Yarmouth,United Kingdom,ocean,https://www.whatsinport.com/Great-Yarmouth.htm
Greencastle,Greencastle,Ireland,ocean,https://www.whatsinport.com/Greencastle.htm
Greenock-Scotland,Greenock Scotland,United Kingdom,ocean,https://www.whatsinport.com/Greenock-Scotland.htm
Greenville_MS-us,Greenville MS us,USA,river,https://www.whatsinport.com/Greenville_MS-us.htm
Greenwich-London,Greenwich London,United Kingdom,ocean,https://www.whatsinport.com/Greenwich-London.htm
Grein-at,Grein at,Austria,river,https://www.whatsinport.com/Grein-at.htm
Grenada,Grenada,Grenada,ocean,https://www.whatsinport.com/Grenada.htm
Grundarfjordur,Grundarfjordur,Iceland,ocean,https://www.whatsinport.com/Grundarfjordur.htm
Grytviken,Grytviken,South Georgia,ocean,https://www.whatsinport.com/Grytviken.htm
Guadalcanal,Guadalcanal,Solomon Islands,ocean,https://www.whatsinport.com/Guadalcanal.htm
Guam,Guam,Guam,ocean,https://www.whatsinport.com/Guam.htm
Guangzhou,Guangzhou,China,ocean,https://www.whatsinport.com/Guangzhou.htm
Guayaquil,Guayaquil,Ecuador,ocean,https://www.whatsinport.com/Guayaquil.htm
Gudhjem-Bornholm,Gudhjem Bornholm,Denmark,ocean,https://www.whatsinport.com/Gudhjem-Bornholm.htm
Gudvangen-Nareoyfjord,Gudvangen Nareoyfjord,Norway,ocean,https://www.whatsinport.com/Gudvangen-Nareoyfjord.htm
Gustavia,Gustavia,Saint Barthelemy,ocean,https://www.whatsinport.com/Gustavia.htm
Gythion,Gythion,Greece,ocean,https://www.whatsinport.com/Gythion.htm
Haarlem-nl,Haarlem nl,Netherlands,river,https://www.whatsinport.com/Haarlem-nl.htm
Hai-Phong,Hai Phong,Vietnam,ocean,https://www.whatsinport.com/Hai-Phong.htm
Haifa,Haifa,Israel,ocean,https://www.whatsinport.com/Haifa.htm
Haikou,Haikou,China,ocean,https://www.whatsinport.com/Haikou.htm
Hainburg_an_der_Donau-at,Hainburg an der Donau at,Austria,river,https://www.whatsinport.com/Hainburg_an_der_Donau-at.htm
Haines-AK,Haines AK,Alaska,ocean,https://www.whatsinport.com/Haines-AK.htm
Hakodate,Hakodate,Japan,ocean,https://www.whatsinport.com/Hakodate.htm
Half-Moon-Cay,Half Moon Cay,Bahamas,ocean,https://www.whatsinport.com/Half-Moon-Cay.htm
Half-Moon-Island,Half Moon Island,Antarctica,ocean,https://www.whatsinport.com/Half-Moon-Island.htm
Halifax,Halifax,Canada,ocean,https://www.whatsinport.com/Halifax.htm
Halong-Bay-Cai-Lan,Halong Bay Cai Lan,Vietnam,ocean,https://www.whatsinport.com/Halong-Bay-Cai-Lan.htm
Hambantota,Hambantota,Sri Lanka,ocean,https://www.whatsinport.com/Hambantota.htm
Hamburg,Hamburg,Germany,ocean,https://www.whatsinport.com/Hamburg.htm
Hamilton,Hamilton,Bermuda,ocean,https://www.whatsinport.com/Hamilton.htm
Hamilton-Inlet,Hamilton Inlet,Canada,ocean,https://www.whatsinport.com/Hamilton-Inlet.htm
Hamilton-Island,Hamilton Island,Australia,ocean,https://www.whatsinport.com/Hamilton-Island.htm
Hammamet,Hammamet,Tunisia,ocean,https://www.whatsinport.com/Hammamet.htm
Hammerfest,Hammerfest,Norway,ocean,https://www.whatsinport.com/Hammerfest.htm
Hangaroa,Hangaroa,Easter Island,ocean,https://www.whatsinport.com/Hangaroa.htm
Hannibal_MO-us,Hannibal MO us,USA,river,https://www.whatsinport.com/Hannibal_MO-us.htm
Harlingen,Harlingen,Netherlands,ocean,https://www.whatsinport.com/Harlingen.htm
Harsova-ro,Harsova ro,Romania,river,https://www.whatsinport.com/Harsova-ro.htm
Harstad,Harstad,Norway,ocean,https://www.whatsinport.com/Harstad.htm
Harvest-Cay,Harvest Cay,Belize,ocean,https://www.whatsinport.com/Harvest-Cay.htm
Harwich,Harwich,United Kingdom,ocean,https://www.whatsinport.com/Harwich.htm
Haugesund,Haugesund,Norway,ocean,https://www.whatsinport.com/Haugesund.htm
Havana,Havana,Cuba,ocean,https://www.whatsinport.com/Havana.htm
Havre-Saint-Pierre,Havre Saint Pierre,Canada,ocean,https://www.whatsinport.com/Havre-Saint-Pierre.htm
Hebron-Labrador,Hebron Labrador,Canada,ocean,https://www.whatsinport.com/Hebron-Labrador.htm
Heiligendamm,Heiligendamm,Germany,ocean,https://www.whatsinport.com/Heiligendamm.htm
Heimaey-West-Men-Islands,Heimaey West Men Islands,Iceland,ocean,https://www.whatsinport.com/Heimaey-West-Men-Islands.htm
Helena-West_Helena-us,Helena West Helena us,USA,river,https://www.whatsinport.com/Helena-West_Helena-us.htm
Heligoland,Heligoland,Germany,ocean,https://www.whatsinport.com/Heligoland.htm
Hellesylt-Sunnylvsfjord,Hellesylt Sunnylvsfjord,Norway,ocean,https://www.whatsinport.com/Hellesylt-Sunnylvsfjord.htm
Helsingborg,Helsingborg,Sweden,ocean,https://www.whatsinport.com/Helsingborg.htm
Helsingor,Helsingor,Denmark,ocean,https://www.whatsinport.com/Helsingor.htm
Helsinki,Helsinki,Finland,ocean,https://www.whatsinport.com/Helsinki.htm
Heraklion-Crete,Heraklion Crete,Greece,ocean,https://www.whatsinport.com/Heraklion-Crete.htm
Herradura,Herradura,Costa Rica,ocean,https://www.whatsinport.com/Herradura.htm
Herschel-Island,Herschel Island,Canada,ocean,https://www.whatsinport.com/Herschel-Island.htm
Heusden-nl,Heusden nl,Netherlands,river,https://www.whatsinport.com/Heusden-nl.htm
Hilo-Hawaii,Hilo Hawaii,Hawaii,ocean,https://www.whatsinport.com/Hilo-Hawaii.htm
Himeji,Himeji,Japan,ocean,https://www.whatsinport.com/Himeji.htm
