slug,port_name,country,type,url
Macquarie-Island,Macquarie Island,Australia,ocean,https://www.whatsinport.com/Macquarie-Island.htm
Madang-Papua-New-Guinea,Madang Papua New Guinea,Papua New Guinea,ocean,https://www.whatsinport.com/Madang-Papua-New-Guinea.htm
Madras,Madras,India,ocean,https://www.whatsinport.com/Madras.htm
Magdalenenfjord,Magdalenenfjord,Norway,ocean,https://www.whatsinport.com/Magdalenenfjord.htm
Magdeburg-de,Magdeburg de,Germany,river,https://www.whatsinport.com/Magdeburg-de.htm
Magong,Magong,Taiwan,ocean,https://www.whatsinport.com/Magong.htm
Mahajanga,Mahajanga,Madagascar,ocean,https://www.whatsinport.com/Mahajanga.htm
Mahon-Menorca,Mahon Menorca,Spain,ocean,https://www.whatsinport.com/Mahon-Menorca.htm
Maiao-Society-Islands,Maiao Society Islands,French Polynesia,ocean,https://www.whatsinport.com/Maiao-Society-Islands.htm
Mainz-de,Mainz de,Germany,river,https://www.whatsinport.com/Mainz-de.htm
Maizuru,Maizuru,Japan,ocean,https://www.whatsinport.com/Maizuru.htm
Makemo-Tuamotu-Archipel,Makemo Tuamotu Archipel,French Polynesia,ocean,https://www.whatsinport.com/Makemo-Tuamotu-Archipel.htm
Malacca,Malacca,Malaysia,ocean,https://www.whatsinport.com/Malacca.htm
Malaga,Malaga,Spain,ocean,https://www.whatsinport.com/Malaga.htm
Male,Male,Maldives,ocean,https://www.whatsinport.com/Male.htm
Mali-Losinj,Mali Losinj,Croatia,ocean,https://www.whatsinport.com/Mali-Losinj.htm
Malmo,Malmo,Sweden,ocean,https://www.whatsinport.com/Malmo.htm
Maloy,Maloy,Norway,ocean,https://www.whatsinport.com/Maloy.htm
Mamoutzou-Mayotte,Mamoutzou Mayotte,Mayotte,ocean,https://www.whatsinport.com/Mamoutzou-Mayotte.htm
Manaus,Manaus,Brazil,ocean,https://www.whatsinport.com/Manaus.htm
Manaus-br,Manaus br,Brazil,river,https://www.whatsinport.com/Manaus-br.htm
Mandal,Mandal,Norway,ocean,https://www.whatsinport.com/Mandal.htm
Mangalore,Mangalore,India,ocean,https://www.whatsinport.com/Mangalore.htm
Mangareva-Gambier-Islands,Mangareva Gambier Islands,French Polynesia,ocean,https://www.whatsinport.com/Mangareva-Gambier-Islands.htm
Manihi-Tuamotu-Island,Manihi Tuamotu Island,French Polynesia,ocean,https://www.whatsinport.com/Manihi-Tuamotu-Island.htm
Manila,Manila,Philippines,ocean,https://www.whatsinport.com/Manila.htm
Manitsoq,Manitsoq,Greenland,ocean,https://www.whatsinport.com/Manitsoq.htm
Mannheim-de,Mannheim de,Germany,river,https://www.whatsinport.com/Mannheim-de.htm
Manta,Manta,Ecuador,ocean,https://www.whatsinport.com/Manta.htm
Mantes-la-Jolie-fr,Mantes la Jolie fr,France,river,https://www.whatsinport.com/Mantes-la-Jolie-fr.htm
Manzanillo,Manzanillo,Mexico,ocean,https://www.whatsinport.com/Manzanillo.htm
Maputo,Maputo,Mozambique,ocean,https://www.whatsinport.com/Maputo.htm
Mar-del-Plata,Mar del Plata,Argentina,ocean,https://www.whatsinport.com/Mar-del-Plata.htm
Marbella,Marbella,Spain,ocean,https://www.whatsinport.com/Marbella.htm
Mare,Mare,New Caledonia,ocean,https://www.whatsinport.com/Mare.htm
Margaret-River,Margaret River,Australia,ocean,https://www.whatsinport.com/Margaret-River.htm
Maria-la-Gorda,Maria la Gorda,Cuba,ocean,https://www.whatsinport.com/Maria-la-Gorda.htm
Mariehamn-Aland-Islands,Mariehamn Aland Islands,Finland,ocean,https://www.whatsinport.com/Mariehamn-Aland-Islands.htm
Marigot-Bay,Marigot Bay,Saint Lucia,ocean,https://www.whatsinport.com/Marigot-Bay.htm
Marigot-Saint-Martin,Marigot Saint Martin,Saint Martin,ocean,https://www.whatsinport.com/Marigot-Saint-Martin.htm
Marina-di-Carrara,Marina di Carrara,Italy,ocean,https://www.whatsinport.com/Marina-di-Carrara.htm
Marmaris,Marmaris,Turkey,ocean,https://www.whatsinport.com/Marmaris.htm
Marseilles,Marseilles,France,ocean,https://www.whatsinport.com/Marseilles.htm
Matarani,Matarani,Peru,ocean,https://www.whatsinport.com/Matarani.htm
Matsuyama,Matsuyama,Japan,ocean,https://www.whatsinport.com/Matsuyama.htm
Maug,Maug,Northern Mariana Islands,ocean,https://www.whatsinport.com/Maug.htm
Mayapur-in,Mayapur in,India,river,https://www.whatsinport.com/Mayapur-in.htm
Mayreau,Mayreau,Saint Vincent and the Granadines,ocean,https://www.whatsinport.com/Mayreau.htm
Mazatlan,Mazatlan,Mexico,ocean,https://www.whatsinport.com/Mazatlan.htm
McMurdo-Station,McMurdo Station,Antarctica,ocean,https://www.whatsinport.com/McMurdo-Station.htm
Medemblik-nl,Medemblik nl,Netherlands,river,https://www.whatsinport.com/Medemblik-nl.htm
Mehring-de,Mehring de,Germany,river,https://www.whatsinport.com/Mehring-de.htm
Meissen-de,Meissen de,Germany,river,https://www.whatsinport.com/Meissen-de.htm
Melbourne,Melbourne,Australia,ocean,https://www.whatsinport.com/Melbourne.htm
Melilla,Melilla,Morocco,ocean,https://www.whatsinport.com/Melilla.htm
Melk-at,Melk at,Austria,river,https://www.whatsinport.com/Melk-at.htm
Melnik-cz,Melnik cz,Czech Republic,river,https://www.whatsinport.com/Melnik-cz.htm
Melun-fr,Melun fr,France,river,https://www.whatsinport.com/Melun-fr.htm
Memphis_TN-us,Memphis TN us,USA,river,https://www.whatsinport.com/Memphis_TN-us.htm
Menton,Menton,France,ocean,https://www.whatsinport.com/Menton.htm
Messina-Sicily,Messina Sicily,Italy,ocean,https://www.whatsinport.com/Messina-Sicily.htm
Mgarr,Mgarr,Malta,ocean,https://www.whatsinport.com/Mgarr.htm
Miami,Miami,USA,ocean,https://www.whatsinport.com/Miami.htm
Middelburg-nl,Middelburg nl,Netherlands,river,https://www.whatsinport.com/Middelburg-nl.htm
Milford-Haven-Wales,Milford Haven Wales,United Kingdom,ocean,https://www.whatsinport.com/Milford-Haven-Wales.htm
Milford-Sound,Milford Sound,New Zealand,ocean,https://www.whatsinport.com/Milford-Sound.htm
Milos,Milos,Greece,ocean,https://www.whatsinport.com/Milos.htm
Miltenberg-de,Miltenberg de,Germany,river,https://www.whatsinport.com/Miltenberg-de.htm
Mina-Salman,Mina Salman,Bahrain,ocean,https://www.whatsinport.com/Mina-Salman.htm
Mindelo-Sao-Vicente,Mindelo Sao Vicente,Cape Verde,ocean,https://www.whatsinport.com/Mindelo-Sao-Vicente.htm
Mithymna,Mithymna,Greece,ocean,https://www.whatsinport.com/Mithymna.htm
Mitilini-Lesbos,Mitilini Lesbos,Greece,ocean,https://www.whatsinport.com/Mitilini-Lesbos.htm
Miyako,Miyako,Japan,ocean,https://www.whatsinport.com/Miyako.htm
Miyakojima,Miyakojima,Japan,ocean,https://www.whatsinport.com/Miyakojima.htm
Miyazaki,Miyazaki,Japan,ocean,https://www.whatsinport.com/Miyazaki.htm
Mobile,Mobile,USA,ocean,https://www.whatsinport.com/Mobile.htm
Moffen-Island,Moffen Island,Svalbard,ocean,https://www.whatsinport.com/Moffen-Island.htm
Mohacs-hu,Mohacs hu,Hungary,river,https://www.whatsinport.com/Mohacs-hu.htm
Molde,Molde,Norway,ocean,https://www.whatsinport.com/Molde.htm
Moller-harbour,Moller harbour,Svalbard,ocean,https://www.whatsinport.com/Moller-harbour.htm
Mombasa,Mombasa,Kenya,ocean,https://www.whatsinport.com/Mombasa.htm
Monacogletscher,Monacogletscher,Svalbard,ocean,https://www.whatsinport.com/Monacogletscher.htm
Monemvasia,Monemvasia,Greece,ocean,https://www.whatsinport.com/Monemvasia.htm
Monfalcone,Monfalcone,Italy,ocean,https://www.whatsinport.com/Monfalcone.htm
Monkey-Mia,Monkey Mia,Australia,ocean,https://www.whatsinport.com/Monkey-Mia.htm
Monopoli,Monopoli,Italy,ocean,https://www.whatsinport.com/Monopoli.htm
Monte-Carlo,Monte Carlo,Monaco,ocean,https://www.whatsinport.com/Monte-Carlo.htm
Montego-Bay,Montego Bay,Jamaica,ocean,https://www.whatsinport.com/Montego-Bay.htm
Monterey-California,Monterey California,USA,ocean,https://www.whatsinport.com/Monterey-California.htm
Montevideo,Montevideo,Uruguay,ocean,https://www.whatsinport.com/Montevideo.htm
Montreal,Montreal,Canada,ocean,https://www.whatsinport.com/Montreal.htm
Montserrat,Montserrat,Montserrat,ocean,https://www.whatsinport.com/Montserrat.htm
Mooloolaba,Mooloolaba,Australia,ocean,https://www.whatsinport.com/Mooloolaba.htm
Moorea,Moorea,French Polynesia,ocean,https://www.whatsinport.com/Moorea.htm
Moreton-Island,Moreton Island,Australia,ocean,https://www.whatsinport.com/Moreton-Island.htm
Mormugao-Goa,Mormugao Goa,India,ocean,https://www.whatsinport.com/Mormugao-Goa.htm
Mornington,Mornington,Australia,ocean,https://www.whatsinport.com/Mornington.htm
Moroni-Grande-Comore,Moroni Grande Comore,Comoros,ocean,https://www.whatsinport.com/Moroni-Grande-Comore.htm
Mossel-Bay,Mossel Bay,South Africa,ocean,https://www.whatsinport.com/Mossel-Bay.htm
Motihari-in,Motihari in,India,river,https://www.whatsinport.com/Motihari-in.htm
Motril,Motril,Spain,ocean,https://www.whatsinport.com/Motril.htm
Motu-Oa,Motu Oa,French Polynesia,ocean,https://www.whatsinport.com/Motu-Oa.htm
Mount-Athos,Mount Athos,Greece,ocean,https://www.whatsinport.com/Mount-Athos.htm
Muara-Brunei,Muara Brunei,Brunei,ocean,https://www.whatsinport.com/Muara-Brunei.htm
Mumbai,Mumbai,India,ocean,https://www.whatsinport.com/Mumbai.htm
Munich-de,Munich de,Germany,river,https://www.whatsinport.com/Munich-de.htm
Muroran,Muroran,Japan,ocean,https://www.whatsinport.com/Muroran.htm
Murshidabad-in,Murshidabad in,India,river,https://www.whatsinport.com/Murshidabad-in.htm
Muscat,Muscat,Oman,ocean,https://www.whatsinport.com/Muscat.htm
My_Tho-vn,My Tho vn,Vietnam,river,https://www.whatsinport.com/My_Tho-vn.htm
Mykonos,Mykonos,Greece,ocean,https://www.whatsinport.com/Mykonos.htm
Myrina,Myrina,Greece,ocean,https://www.whatsinport.com/Myrina.htm
Mystery-Island,Mystery Island,Vanuatu,ocean,https://www.whatsinport.com/Mystery-Island.htm
Nagasaki,Nagasaki,Japan,ocean,https://www.whatsinport.com/Nagasaki.htm
Nagoya,Nagoya,Japan,ocean,https://www.whatsinport.com/Nagoya.htm
Naha-Okinawa,Naha Okinawa,Japan,ocean,https://www.whatsinport.com/Naha-Okinawa.htm
Namsos,Namsos,Norway,ocean,https://www.whatsinport.com/Namsos.htm
Namur-be,Namur be,Belgium,river,https://www.whatsinport.com/Namur-be.htm
Nanaimo,Nanaimo,Canada,ocean,https://www.whatsinport.com/Nanaimo.htm
Nanortalik,Nanortalik,Greenland,ocean,https://www.whatsinport.com/Nanortalik.htm
Nantes,Nantes,France,ocean,https://www.whatsinport.com/Nantes.htm
Napier,Napier,New Zealand,ocean,https://www.whatsinport.com/Napier.htm
Naples,Naples,Italy,ocean,https://www.whatsinport.com/Naples.htm
Narsaq,Narsaq,Greenland,ocean,https://www.whatsinport.com/Narsaq.htm
Narsarsuaq,Narsarsuaq,Greenland,ocean,https://www.whatsinport.com/Narsarsuaq.htm
Narvik,Narvik,Norway,ocean,https://www.whatsinport.com/Narvik.htm
Nassau,Nassau,Bahamas,ocean,https://www.whatsinport.com/Nassau.htm
Natal,Natal,Brazil,ocean,https://www.whatsinport.com/Natal.htm
Natchez_MS-us,Natchez MS us,USA,river,https://www.whatsinport.com/Natchez_MS-us.htm
Nauplia,Nauplia,Greece,ocean,https://www.whatsinport.com/Nauplia.htm
Nauta-pe,Nauta pe,Peru,river,https://www.whatsinport.com/Nauta-pe.htm
Nawiliwili-Kauai-Hawaii,Nawiliwili Kauai Hawaii,Hawaii,ocean,https://www.whatsinport.com/Nawiliwili-Kauai-Hawaii.htm
Naxos,Naxos,Greece,ocean,https://www.whatsinport.com/Naxos.htm
Neko-Harbor,Neko Harbor,Antarctica,ocean,https://www.whatsinport.com/Neko-Harbor.htm
Nelson,Nelson,New Zealand,ocean,https://www.whatsinport.com/Nelson.htm
Nessebar,Nessebar,Bulgaria,ocean,https://www.whatsinport.com/Nessebar.htm
Neuhofen_an_der_Ybbs-at,Neuhofen an der Ybbs at,Austria,river,https://www.whatsinport.com/Neuhofen_an_der_Ybbs-at.htm
New-Island,New Island,Falkland Islands,ocean,https://www.whatsinport.com/New-Island.htm
New-Orleans,New Orleans,USA,ocean,https://www.whatsinport.com/New-Orleans.htm
New-Plymouth,New Plymouth,New Zealand,ocean,https://www.whatsinport.com/New-Plymouth.htm
New-York,New York,USA,ocean,https://www.whatsinport.com/New-York.htm
New_Madrid_MO-us,New Madrid MO us,USA,river,https://www.whatsinport.com/New_Madrid_MO-us.htm
New_Orleans-us,New Orleans us,USA,river,https://www.whatsinport.com/New_Orleans-us.htm
New_York_City-us,New York City us,USA,river,https://www.whatsinport.com/New_York_City-us.htm
Newcastle,Newcastle,United Kingdom,ocean,https://www.whatsinport.com/Newcastle.htm
Newcastle-Australia,Newcastle Australia,Australia,ocean,https://www.whatsinport.com/Newcastle-Australia.htm
Newhaven,Newhaven,United Kingdom,ocean,https://www.whatsinport.com/Newhaven.htm
Newhaven-Edinburgh-Scotland,Newhaven Edinburgh Scotland,United Kingdom,ocean,https://www.whatsinport.com/Newhaven-Edinburgh-Scotland.htm
Newport-Rhode-Island,Newport Rhode Island,USA,ocean,https://www.whatsinport.com/Newport-Rhode-Island.htm
Nha-Trang,Nha Trang,Vietnam,ocean,https://www.whatsinport.com/Nha-Trang.htm
Nice,Nice,France,ocean,https://www.whatsinport.com/Nice.htm
Nierstein-de,Nierstein de,Germany,river,https://www.whatsinport.com/Nierstein-de.htm
Niigata,Niigata,Japan,ocean,https://www.whatsinport.com/Niigata.htm
Nijmegen-nl,Nijmegen nl,Netherlands,river,https://www.whatsinport.com/Nijmegen-nl.htm
Nikopol-bg,Nikopol bg,Bulgaria,river,https://www.whatsinport.com/Nikopol-bg.htm
Nome-AK,Nome AK,Alaska,ocean,https://www.whatsinport.com/Nome-AK.htm
Nordfjordeid-Nordfjord,Nordfjordeid Nordfjord,Norway,ocean,https://www.whatsinport.com/Nordfjordeid-Nordfjord.htm
Norfolk-Island,Norfolk Island,Australia,ocean,https://www.whatsinport.com/Norfolk-Island.htm
Norfolk-VA,Norfolk VA,USA,ocean,https://www.whatsinport.com/Norfolk-VA.htm
Norman-Island,Norman Island,British Virgin Islands,ocean,https://www.whatsinport.com/Norman-Island.htm
Norris-Point-Newfoundland,Norris Point Newfoundland,Canada,ocean,https://www.whatsinport.com/Norris-Point-Newfoundland.htm
Norrkoping,Norrkoping,Sweden,ocean,https://www.whatsinport.com/Norrkoping.htm
Nosi-Be-Hell-Ville,Nosi Be Hell Ville,Madagascar,ocean,https://www.whatsinport.com/Nosi-Be-Hell-Ville.htm
Nosy-Boraha,Nosy Boraha,Madagascar,ocean,https://www.whatsinport.com/Nosy-Boraha.htm
Nosy-Mangabe,Nosy Mangabe,Madagascar,ocean,https://www.whatsinport.com/Nosy-Mangabe.htm
Nottoway_Plantation-us,Nottoway Plantation us,USA,river,https://www.whatsinport.com/Nottoway_Plantation-us.htm
Nouakchott,Nouakchott,Mauritania,ocean,https://www.whatsinport.com/Nouakchott.htm
Noumea,Noumea,New Caledonia,ocean,https://www.whatsinport.com/Noumea.htm
Novi_Sad-rs,Novi Sad rs,Serbia,river,https://www.whatsinport.com/Novi_Sad-rs.htm
Nukualofa,Nukualofa,Tonga,ocean,https://www.whatsinport.com/Nukualofa.htm
Nuremberg-de,Nuremberg de,Germany,river,https://www.whatsinport.com/Nuremberg-de.htm
Nuuk-Godthab,Nuuk Godthab,Greenland,ocean,https://www.whatsinport.com/Nuuk-Godthab.htm
NyAlesund,NyAlesund,Svalbard,ocean,https://www.whatsinport.com/NyAlesund.htm
Nyborg,Nyborg,Denmark,ocean,https://www.whatsinport.com/Nyborg.htm
Nydri,Nydri,Greece,ocean,https://www.whatsinport.com/Nydri.htm
Nynashamn,Nynashamn,Sweden,ocean,https://www.whatsinport.com/Nynashamn.htm
Oak-Bluffs-Marthas-Vineyard,Oak Bluffs Marthas Vineyard,USA,ocean,https://www.whatsinport.com/Oak-Bluffs-Marthas-Vineyard.htm
Oak_Alley_Plantation-us,Oak Alley Plantation us,USA,river,https://www.whatsinport.com/Oak_Alley_Plantation-us.htm
Oban-Scotland,Oban Scotland,United Kingdom,ocean,https://www.whatsinport.com/Oban-Scotland.htm
Oban-Southland,Oban Southland,New Zealand,ocean,https://www.whatsinport.com/Oban-Southland.htm
Oberwesel-de,Oberwesel de,Germany,river,https://www.whatsinport.com/Oberwesel-de.htm
Ocean-Cay,Ocean Cay,Bahamas,ocean,https://www.whatsinport.com/Ocean-Cay.htm
Ocho-Rios,Ocho Rios,Jamaica,ocean,https://www.whatsinport.com/Ocho-Rios.htm
Ochsenfurt-de,Ochsenfurt de,Germany,river,https://www.whatsinport.com/Ochsenfurt-de.htm
Olbia-Sardinia,Olbia Sardinia,Italy,ocean,https://www.whatsinport.com/Olbia-Sardinia.htm
Olden-Nordfjord,Olden Nordfjord,Norway,ocean,https://www.whatsinport.com/Olden-Nordfjord.htm
Omaezaki,Omaezaki,Japan,ocean,https://www.whatsinport.com/Omaezaki.htm
Oostende,Oostende,Belgium,ocean,https://www.whatsinport.com/Oostende.htm
Opatija,Opatija,Croatia,ocean,https://www.whatsinport.com/Opatija.htm
Oran,Oran,Algeria,ocean,https://www.whatsinport.com/Oran.htm
Oranjestad,Oranjestad,Aruba,ocean,https://www.whatsinport.com/Oranjestad.htm
Oriahovo-bg,Oriahovo bg,Bulgaria,river,https://www.whatsinport.com/Oriahovo-bg.htm
Orkney-Islands-Scotland,Orkney Islands Scotland,United Kingdom,ocean,https://www.whatsinport.com/Orkney-Islands-Scotland.htm
Orsova-ro,Orsova ro,Romania,river,https://www.whatsinport.com/Orsova-ro.htm
Osaka,Osaka,Japan,ocean,https://www.whatsinport.com/Osaka.htm
Osijek-hr,Osijek hr,Croatia,river,https://www.whatsinport.com/Osijek-hr.htm
Oslo,Oslo,Norway,ocean,https://www.whatsinport.com/Oslo.htm
Otaru-Sapporo,Otaru Sapporo,Japan,ocean,https://www.whatsinport.com/Otaru-Sapporo.htm
Otranto,Otranto,Italy,ocean,https://www.whatsinport.com/Otranto.htm
Oudeschild,Oudeschild,Netherlands,ocean,https://www.whatsinport.com/Oudeschild.htm
Oudong-kh,Oudong kh,Cambodia,river,https://www.whatsinport.com/Oudong-kh.htm
Oulu,Oulu,Finland,ocean,https://www.whatsinport.com/Oulu.htm
Ouvea-Iles-Loyante,Ouvea Iles Loyante,New Caledonia,ocean,https://www.whatsinport.com/Ouvea-Iles-Loyante.htm
Oye-Storfjord,Oye Storfjord,Norway,ocean,https://www.whatsinport.com/Oye-Storfjord.htm
Paamiut,Paamiut,Greenland,ocean,https://www.whatsinport.com/Paamiut.htm
Padang-Bay,Padang Bay,Indonesia,ocean,https://www.whatsinport.com/Padang-Bay.htm
Pago-Pago,Pago Pago,American Samoa,ocean,https://www.whatsinport.com/Pago-Pago.htm
Palamos,Palamos,Spain,ocean,https://www.whatsinport.com/Palamos.htm
Palau,Palau,Italy,ocean,https://www.whatsinport.com/Palau.htm
Palermo-Sicily,Palermo Sicily,Italy,ocean,https://www.whatsinport.com/Palermo-Sicily.htm
Palm-Beach,Palm Beach,USA,ocean,https://www.whatsinport.com/Palm-Beach.htm
Palma-de-Majorca,Palma de Majorca,Spain,ocean,https://www.whatsinport.com/Palma-de-Majorca.htm
Palmarola,Palmarola,Italy,ocean,https://www.whatsinport.com/Palmarola.htm
Palmeira-Sal-Island,Palmeira Sal Island,Cape Verde,ocean,https://www.whatsinport.com/Palmeira-Sal-Island.htm
Palmtree-Island,Palmtree Island,Australia,ocean,https://www.whatsinport.com/Palmtree-Island.htm
Panama-Canal,Panama Canal,Panama,ocean,https://www.whatsinport.com/Panama-Canal.htm
Pangnirtung-Baffin-Island,Pangnirtung Baffin Island,Canada,ocean,https://www.whatsinport.com/Pangnirtung-Baffin-Island.htm
Papeete-Tahiti,Papeete Tahiti,French Polynesia,ocean,https://www.whatsinport.com/Papeete-Tahiti.htm
Paphos,Paphos,Cyprus,ocean,https://www.whatsinport.com/Paphos.htm
Paracas,Paracas,Peru,ocean,https://www.whatsinport.com/Paracas.htm
Paradise-Bay,Paradise Bay,Antarctica,ocean,https://www.whatsinport.com/Paradise-Bay.htm
Paramaribo,Paramaribo,Suriname,ocean,https://www.whatsinport.com/Paramaribo.htm
Paranagua,Paranagua,Brazil,ocean,https://www.whatsinport.com/Paranagua.htm
Parati,Parati,Brazil,ocean,https://www.whatsinport.com/Parati.htm
Pare-Pare-Sulawesi,Pare Pare Sulawesi,Indonesia,ocean,https://www.whatsinport.com/Pare-Pare-Sulawesi.htm
Parga,Parga,Greece,ocean,https://www.whatsinport.com/Parga.htm
Parintins,Parintins,Brazil,ocean,https://www.whatsinport.com/Parintins.htm
Parintins-br,Parintins br,Brazil,river,https://www.whatsinport.com/Parintins-br.htm
Paris_City-fr,Paris City fr,France,river,https://www.whatsinport.com/Paris_City-fr.htm
Paros,Paros,Greece,ocean,https://www.whatsinport.com/Paros.htm
Passau-de,Passau de,Germany,river,https://www.whatsinport.com/Passau-de.htm
Patmos,Patmos,Greece,ocean,https://www.whatsinport.com/Patmos.htm
Patreksfjordur,Patreksfjordur,Iceland,ocean,https://www.whatsinport.com/Patreksfjordur.htm
Paulet-Island,Paulet Island,Antarctica,ocean,https://www.whatsinport.com/Paulet-Island.htm
Peel-Sound,Peel Sound,Canada,ocean,https://www.whatsinport.com/Peel-Sound.htm
Penang,Penang,Malaysia,ocean,https://www.whatsinport.com/Penang.htm
Penneshaw,Penneshaw,Australia,ocean,https://www.whatsinport.com/Penneshaw.htm
Pentecost-Island,Pentecost Island,Vanuatu,ocean,https://www.whatsinport.com/Pentecost-Island.htm
Peter-I-Island,Peter I Island,Antarctica,ocean,https://www.whatsinport.com/Peter-I-Island.htm
Peter-Island,Peter Island,British Virgin Islands,ocean,https://www.whatsinport.com/Peter-Island.htm
Petermann-Island,Petermann Island,Antarctica,ocean,https://www.whatsinport.com/Petermann-Island.htm
Philipsburg-Sint-Maarten,Philipsburg Sint Maarten,Saint Martin,ocean,https://www.whatsinport.com/Philipsburg-Sint-Maarten.htm
Phillip-Island,Phillip Island,Australia,ocean,https://www.whatsinport.com/Phillip-Island.htm
Phnom_Penh-kh,Phnom Penh kh,Cambodia,river,https://www.whatsinport.com/Phnom_Penh-kh.htm
Phu-Quoc,Phu Quoc,Vietnam,ocean,https://www.whatsinport.com/Phu-Quoc.htm
Phuket,Phuket,Thailand,ocean,https://www.whatsinport.com/Phuket.htm
Picton,Picton,New Zealand,ocean,https://www.whatsinport.com/Picton.htm
Pigeon-Island,Pigeon Island,Saint Lucia,ocean,https://www.whatsinport.com/Pigeon-Island.htm
Pingtan-Island,Pingtan Island,China,ocean,https://www.whatsinport.com/Pingtan-Island.htm
Pinhao-pt,Pinhao pt,Portugal,river,https://www.whatsinport.com/Pinhao-pt.htm
Pio-XI-Glacier,Pio XI Glacier,Chile,ocean,https://www.whatsinport.com/Pio-XI-Glacier.htm
Piombino,Piombino,Italy,ocean,https://www.whatsinport.com/Piombino.htm
Piraeus-Athens,Piraeus Athens,Greece,ocean,https://www.whatsinport.com/Piraeus-Athens.htm
Piran,Piran,Slovenia,ocean,https://www.whatsinport.com/Piran.htm
Pisco,Pisco,Peru,ocean,https://www.whatsinport.com/Pisco.htm
Platis-Gialos-Sifnos,Platis Gialos Sifnos,Greece,ocean,https://www.whatsinport.com/Platis-Gialos-Sifnos.htm
Playa-Flamingo,Playa Flamingo,Costa Rica,ocean,https://www.whatsinport.com/Playa-Flamingo.htm
Playa-del-Carmen,Playa del Carmen,Mexico,ocean,https://www.whatsinport.com/Playa-del-Carmen.htm
Playas-del-Coco,Playas del Coco,Costa Rica,ocean,https://www.whatsinport.com/Playas-del-Coco.htm
Pleneau-Island,Pleneau Island,Antarctica,ocean,https://www.whatsinport.com/Pleneau-Island.htm
Plymouth,Plymouth,United Kingdom,ocean,https://www.whatsinport.com/Plymouth.htm
Pochlarn-at,Pochlarn at,Austria,river,https://www.whatsinport.com/Pochlarn-at.htm
Pocinho-pt,Pocinho pt,Portugal,river,https://www.whatsinport.com/Pocinho-pt.htm
Point-Hope-AK,Point Hope AK,Alaska,ocean,https://www.whatsinport.com/Point-Hope-AK.htm
Pointe-Noire,Pointe Noire,Congo,ocean,https://www.whatsinport.com/Pointe-Noire.htm
Pointe-a-Pitre,Pointe a Pitre,Guadeloupe,ocean,https://www.whatsinport.com/Pointe-a-Pitre.htm
Pointe-des-Galets,Pointe des Galets,Reunion,ocean,https://www.whatsinport.com/Pointe-des-Galets.htm
Poissy-fr,Poissy fr,France,river,https://www.whatsinport.com/Poissy-fr.htm
Pomene,Pomene,Mozambique,ocean,https://www.whatsinport.com/Pomene.htm
Ponce,Ponce,Puerto Rico,ocean,https://www.whatsinport.com/Ponce.htm
Pond-Inlet-Baffin-Island,Pond Inlet Baffin Island,Canada,ocean,https://www.whatsinport.com/Pond-Inlet-Baffin-Island.htm
Ponta-Delgada-Sao-Miguel,Ponta Delgada Sao Miguel,Azores,ocean,https://www.whatsinport.com/Ponta-Delgada-Sao-Miguel.htm
Ponza,Ponza,Italy,ocean,https://www.whatsinport.com/Ponza.htm
Poros,Poros,Greece,ocean,https://www.whatsinport.com/Poros.htm
Porquerolles,Porquerolles,France,ocean,https://www.whatsinport.com/Porquerolles.htm
Port-Antonio,Port Antonio,Jamaica,ocean,https://www.whatsinport.com/Port-Antonio.htm
Port-Arthur-Tasmania,Port Arthur Tasmania,Australia,ocean,https://www.whatsinport.com/Port-Arthur-Tasmania.htm
Port-Blair-Andamanes,Port Blair Andamanes,India,ocean,https://www.whatsinport.com/Port-Blair-Andamanes.htm
Port-Canaveral,Port Canaveral,USA,ocean,https://www.whatsinport.com/Port-Canaveral.htm
Port-Castries,Port Castries,Saint Lucia,ocean,https://www.whatsinport.com/Port-Castries.htm
Port-Chalmers,Port Chalmers,New Zealand,ocean,https://www.whatsinport.com/Port-Chalmers.htm
Port-Denarau,Port Denarau,Fiji,ocean,https://www.whatsinport.com/Port-Denarau.htm
Port-Douglas,Port Douglas,Australia,ocean,https://www.whatsinport.com/Port-Douglas.htm
Port-Elizabeth,Port Elizabeth,South Africa,ocean,https://www.whatsinport.com/Port-Elizabeth.htm
Port-Hedland,Port Hedland,Australia,ocean,https://www.whatsinport.com/Port-Hedland.htm
Port-Kelang,Port Kelang,Malaysia,ocean,https://www.whatsinport.com/Port-Kelang.htm
Port-Kembla,Port Kembla,Australia,ocean,https://www.whatsinport.com/Port-Kembla.htm
Port-Lincoln,Port Lincoln,Australia,ocean,https://www.whatsinport.com/Port-Lincoln.htm
Port-Lockroy,Port Lockroy,Antarctica,ocean,https://www.whatsinport.com/Port-Lockroy.htm
Port-Louis,Port Louis,Mauritius,ocean,https://www.whatsinport.com/Port-Louis.htm
Port-Martin,Port Martin,Antarctica,ocean,https://www.whatsinport.com/Port-Martin.htm
Port-Moresby-Papua-New-Guinea,Port Moresby Papua New Guinea,Papua New Guinea,ocean,https://www.whatsinport.com/Port-Moresby-Papua-New-Guinea.htm
Port-Royal,Port Royal,Jamaica,ocean,https://www.whatsinport.com/Port-Royal.htm
Port-Said,Port Said,Egypt,ocean,https://www.whatsinport.com/Port-Said.htm
Port-Saint-Louis-du-Rhone-fr,Port Saint Louis du Rhone fr,France,river,https://www.whatsinport.com/Port-Saint-Louis-du-Rhone-fr.htm
